file_path,file_size_bytes,relative_path,char_count,word_count,sentence_count,avg_sentence_length,avg_syllables_per_word,avg_letter_per_word,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,dale_chall_score,linsear_write_formula,difficult_words,text_standard,reading_time_minutes,idea_density,lexical_cohesion,entity_cohesion,cohesion_score,pronoun_ratio,nlp_char_coverage,nlp_backend,nlp_error
/Volumes/X10/Archive/books/gutenberg/0/1/1-0.txt,10954,0/1/1-0.txt,10686,1751,59,29.677966101694917,1.6293546544831525,4.888635065676756,38.868460637504995,15.210791702562219,18.22184320823936,16.26610081862198,17.05002341469055,11.556710451170762,10.410937170043269,12.2,403,12.0,2.0601,0.5138728323699422,0.10482359614177657,0.018180482069370958,0.06874702414360023,0.08323699421965318,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/1/old/1.txt,118528,0/1/old/1.txt,118528,19788,741,26.704453441295545,1.5706488781079442,4.722660198099859,46.85308466915296,13.358393603779007,16.064841817189333,14.736249288924675,14.88735104877356,10.482999797857289,9.721660458102853,10.666666666666666,2245,10.0,22.648033333333334,0.5022571047501796,0.09622907397663132,0.02830286094688655,0.06290184226598027,0.0641735918744229,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/1/old/all11.txt,93561,0/1/old/all11.txt,93561,15816,588,26.897959183673468,1.5548179059180576,4.678110773899848,47.99597658790378,13.24705537146573,15.87299247468335,14.569156599510336,14.665327122933604,10.232587253414266,9.53112941789766,21.666666666666668,2072,15.0,17.8584,0.4915557830092119,0.09641015269411307,0.026596073754763264,0.06166481857405396,0.06198822927328557,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/1/old/all7011.txt,93561,0/1/old/all7011.txt,93561,15816,588,26.897959183673468,1.5548179059180576,4.678110773899848,47.99597658790378,13.24705537146573,15.87299247468335,14.569156599510336,14.665327122933604,10.232587253414266,9.53112941789766,21.666666666666668,2072,15.0,17.8584,0.4915557830092119,0.09641015269411307,0.026596073754763264,0.06166481857405396,0.06198822927328557,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/1/old/when11.txt,17835,0/1/old/when11.txt,17835,2883,102,28.264705882352942,1.6215747485258412,4.867152271938952,40.96109980412561,14.567817326722576,17.591002019954704,15.752011032768014,16.46074561314329,11.38224072147069,10.405824486339801,10.833333333333334,575,11.0,3.4050333333333334,0.5316901408450704,0.10060926866711463,0.03325088428181212,0.07161535614729483,0.08098591549295775,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/1/old/when12.txt,24295,0/1/old/when12.txt,24295,3905,148,26.385135135135137,1.6366197183098592,4.904481434058899,41.596059668823756,14.012315378759045,17.038048932415133,15.49087103718054,15.747965933246832,11.524148527528808,10.509105391563137,8.571428571428571,744,15.0,4.653133333333333,0.5450474183350895,0.09643572895712059,0.036904761904761905,0.06920973861184632,0.07428872497365648,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/2/2-0.txt,2980,0/2/2-0.txt,2980,512,12,42.666666666666664,1.54296875,4.58984375,32.993177083333364,19.25703125,22.301041666666666,17.693802365651003,22.065891472868216,10.127343749999998,10.563782291666666,24.666666666666668,108,22.0,0.5665333333333333,0.5178571428571429,0.1269288719645414,0.022727272727272728,0.05451501119356767,0.013888888888888888,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/2/old/bill11.txt,11240,0/2/old/bill11.txt,10973,1781,66,26.984848484848484,1.5873104997192589,4.744525547445256,45.15891051162953,13.664354805778164,16.633355452333557,14.958594475481803,15.386133739630942,10.621336327905674,10.37422417266432,10.5,326,11.0,2.0682666666666667,0.5547277936962751,0.09457877806257092,0.036885245901639344,0.06215945020392491,0.05501432664756447,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/3/3-0.txt,7747,0/3/3-0.txt,7747,1362,99,13.757575757575758,1.447870778267254,4.380323054331865,70.38119276465093,6.860329729008146,8.821679348551596,9.82481242277361,5.923069627573447,7.45433186490455,8.306952115872381,13.0,210,7.0,1.4616,0.4859315589353612,0.07655791509936911,0.0132013201320132,0.06033799602769777,0.09125475285171103,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/3/old/jfk11.txt,16519,0/3/old/jfk11.txt,16196,2698,153,17.633986928104576,1.5303928836174945,4.612676056338028,59.465265313933855,9.345890928647222,11.768198181175116,11.843233707633239,9.56804382376452,9.274944403261674,9.357001941404189,14.0,435,9.0,3.0548,0.5260137719969395,0.08029888941047077,0.025219298245614034,0.06246168611744526,0.08186687069625095,1.0,nltk,
/Volumes/X10/Archive/books/gutenberg/0/3/old/old-2024-02-09/3.txt,16384,0/3/old/old-2024-02-09/3.txt,16064,2679,151,17.741721854304636,1.5300485255692422,4.605076521089959,59.38504705472292,9.383844124895866,11.814867166507222,11.863715959517908,9.583490409224034,9.24106009705114,9.349561445780154,22.333333333333332,431,9.0,3.0286666666666666,0.5248363496341933,0.08033865227918101,0.025219298245614034,0.06252522109009019,0.08201771274547555,1.0,nltk,
